filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
006-bl.png,313401,{},38,10,"{""name"":""polygon"",""all_points_x"":[454,460,453,447],""all_points_y"":[128,117,116,123]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,11,"{""name"":""polygon"",""all_points_x"":[370,364,357,362,362],""all_points_y"":[49,57,54,48,48]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,12,"{""name"":""polygon"",""all_points_x"":[446,449,453,454,453,448],""all_points_y"":[56,62,61,54,48,48]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,13,"{""name"":""polygon"",""all_points_x"":[339,342,341,336,335,335,335],""all_points_y"":[65,61,59,57,59,61,62]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,14,"{""name"":""polygon"",""all_points_x"":[397,401,394,390],""all_points_y"":[168,162,162,166]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,15,"{""name"":""polygon"",""all_points_x"":[446,438,439,445,447],""all_points_y"":[169,169,165,162,166]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,16,"{""name"":""polygon"",""all_points_x"":[269,273,264,261,260,264,264],""all_points_y"":[30,42,50,48,37,33,33]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,17,"{""name"":""polygon"",""all_points_x"":[380,369,379,385],""all_points_y"":[82,76,69,73]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,18,"{""name"":""polygon"",""all_points_x"":[282,277,269,275],""all_points_y"":[130,135,138,125]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,19,"{""name"":""polygon"",""all_points_x"":[405,394,394,406,406],""all_points_y"":[24,23,16,14,18]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,20,"{""name"":""polygon"",""all_points_x"":[471,478,480,477,472],""all_points_y"":[177,175,170,165,170]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,21,"{""name"":""polygon"",""all_points_x"":[440,444,446,443,439],""all_points_y"":[188,186,176,175,179]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,22,"{""name"":""polygon"",""all_points_x"":[472,470,472,479,479,476],""all_points_y"":[188,191,196,194,190,186]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,23,"{""name"":""polygon"",""all_points_x"":[607,611,614,613,610,606],""all_points_y"":[243,245,243,237,236,238]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,24,"{""name"":""polygon"",""all_points_x"":[575,568,567,571,577,577],""all_points_y"":[244,244,239,235,238,238]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,25,"{""name"":""polygon"",""all_points_x"":[514,507,508,516],""all_points_y"":[217,222,211,208]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,26,"{""name"":""polygon"",""all_points_x"":[553,559,560,558,554],""all_points_y"":[174,176,172,167,170]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,27,"{""name"":""polygon"",""all_points_x"":[491,510,507,501,487],""all_points_y"":[349,330,322,326,345]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,28,"{""name"":""polygon"",""all_points_x"":[585,592,591,580,582],""all_points_y"":[79,78,73,75,78]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,29,"{""name"":""polygon"",""all_points_x"":[454,460,453,447],""all_points_y"":[128,117,116,123]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,30,"{""name"":""polygon"",""all_points_x"":[370,364,357,362,362],""all_points_y"":[49,57,54,48,48]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,31,"{""name"":""polygon"",""all_points_x"":[446,449,453,454,453,448],""all_points_y"":[56,62,61,54,48,48]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,32,"{""name"":""polygon"",""all_points_x"":[339,342,341,336,335,335,335],""all_points_y"":[65,61,59,57,59,61,62]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,33,"{""name"":""polygon"",""all_points_x"":[397,401,394,390],""all_points_y"":[168,162,162,166]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,34,"{""name"":""polygon"",""all_points_x"":[446,438,439,445,447],""all_points_y"":[169,169,165,162,166]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,35,"{""name"":""polygon"",""all_points_x"":[269,273,264,261,260,264,264],""all_points_y"":[30,42,50,48,37,33,33]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,36,"{""name"":""polygon"",""all_points_x"":[380,369,379,385],""all_points_y"":[82,76,69,73]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-bl.png,313401,{},38,37,"{""name"":""polygon"",""all_points_x"":[282,277,269,275],""all_points_y"":[130,135,138,125]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-br.png,311443,{},10,0,"{""name"":""polygon"",""all_points_x"":[40,36,40,44,46],""all_points_y"":[267,281,283,281,269]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-br.png,311443,{},10,1,"{""name"":""polygon"",""all_points_x"":[244,251,258,257,250],""all_points_y"":[161,167,165,160,156]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-br.png,311443,{},10,2,"{""name"":""polygon"",""all_points_x"":[193,196,198,198,196,192],""all_points_y"":[125,128,126,121,119,122]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-br.png,311443,{},10,3,"{""name"":""polygon"",""all_points_x"":[240,250,254,244],""all_points_y"":[12,15,10,7]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-br.png,311443,{},10,4,"{""name"":""polygon"",""all_points_x"":[160,164,161,154,156],""all_points_y"":[49,55,60,56,51]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-br.png,311443,{},10,5,"{""name"":""polygon"",""all_points_x"":[40,36,40,44,46],""all_points_y"":[267,281,283,281,269]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-br.png,311443,{},10,6,"{""name"":""polygon"",""all_points_x"":[244,251,258,257,250],""all_points_y"":[161,167,165,160,156]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-br.png,311443,{},10,7,"{""name"":""polygon"",""all_points_x"":[193,196,198,198,196,192],""all_points_y"":[125,128,126,121,119,122]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-br.png,311443,{},10,8,"{""name"":""polygon"",""all_points_x"":[240,250,254,244],""all_points_y"":[12,15,10,7]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-br.png,311443,{},10,9,"{""name"":""polygon"",""all_points_x"":[160,164,161,154,156],""all_points_y"":[49,55,60,56,51]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,0,"{""name"":""polygon"",""all_points_x"":[544,550,554,545],""all_points_y"":[244,244,239,239]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,1,"{""name"":""polygon"",""all_points_x"":[509,513,510,506,507],""all_points_y"":[304,299,294,298,302]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,2,"{""name"":""polygon"",""all_points_x"":[610,619,619,615,608],""all_points_y"":[274,273,270,266,270]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,3,"{""name"":""polygon"",""all_points_x"":[434,429,433,438,438],""all_points_y"":[373,367,361,368,368]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,4,"{""name"":""polygon"",""all_points_x"":[484,486,494,494],""all_points_y"":[376,386,382,375]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,5,"{""name"":""polygon"",""all_points_x"":[268,276,282,280,270,270,268],""all_points_y"":[366,372,356,350,353,354,358]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,6,"{""name"":""polygon"",""all_points_x"":[515,515,523,525],""all_points_y"":[379,386,385,376]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,7,"{""name"":""polygon"",""all_points_x"":[451,449,457,457],""all_points_y"":[324,333,338,329]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,8,"{""name"":""polygon"",""all_points_x"":[339,341,339,334],""all_points_y"":[380,376,371,374]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,9,"{""name"":""polygon"",""all_points_x"":[586,579,576,578,586,587,587],""all_points_y"":[245,243,237,237,238,238,241]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,10,"{""name"":""polygon"",""all_points_x"":[608,612,613,609,607],""all_points_y"":[242,242,236,235,238]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,11,"{""name"":""polygon"",""all_points_x"":[474,466,461,470],""all_points_y"":[265,260,266,271]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,12,"{""name"":""polygon"",""all_points_x"":[443,454,455,449,449],""all_points_y"":[256,260,252,253,253]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,13,"{""name"":""polygon"",""all_points_x"":[579,586,589,581,572,572],""all_points_y"":[270,272,263,260,266,266]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,14,"{""name"":""polygon"",""all_points_x"":[364,357,351,356],""all_points_y"":[386,392,389,385]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,15,"{""name"":""polygon"",""all_points_x"":[392,380,387,393],""all_points_y"":[294,287,286,290]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,16,"{""name"":""polygon"",""all_points_x"":[544,550,554,545],""all_points_y"":[244,244,239,239]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,17,"{""name"":""polygon"",""all_points_x"":[509,513,510,506,507],""all_points_y"":[304,299,294,298,302]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,18,"{""name"":""polygon"",""all_points_x"":[610,619,619,615,608],""all_points_y"":[274,273,270,266,270]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,19,"{""name"":""polygon"",""all_points_x"":[434,429,433,438,438],""all_points_y"":[373,367,361,368,368]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,20,"{""name"":""polygon"",""all_points_x"":[484,486,494,494],""all_points_y"":[376,386,382,375]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,21,"{""name"":""polygon"",""all_points_x"":[268,276,282,280,270,270,268],""all_points_y"":[366,372,356,350,353,354,358]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,22,"{""name"":""polygon"",""all_points_x"":[515,515,523,525],""all_points_y"":[379,386,385,376]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,23,"{""name"":""polygon"",""all_points_x"":[451,449,457,457],""all_points_y"":[324,333,338,329]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,24,"{""name"":""polygon"",""all_points_x"":[339,341,339,334],""all_points_y"":[380,376,371,374]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,25,"{""name"":""polygon"",""all_points_x"":[586,579,576,578,586,587,587],""all_points_y"":[245,243,237,237,238,238,241]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,26,"{""name"":""polygon"",""all_points_x"":[608,612,613,609,607],""all_points_y"":[242,242,236,235,238]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,27,"{""name"":""polygon"",""all_points_x"":[474,466,461,470],""all_points_y"":[265,260,266,271]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,28,"{""name"":""polygon"",""all_points_x"":[443,454,455,449,449],""all_points_y"":[256,260,252,253,253]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,29,"{""name"":""polygon"",""all_points_x"":[579,586,589,581,572,572],""all_points_y"":[270,272,263,260,266,266]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,30,"{""name"":""polygon"",""all_points_x"":[364,357,351,356],""all_points_y"":[386,392,389,385]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tl.png,307691,{},32,31,"{""name"":""polygon"",""all_points_x"":[392,380,387,393],""all_points_y"":[294,287,286,290]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,0,"{""name"":""polygon"",""all_points_x"":[35,35,37,44,43,38],""all_points_y"":[238,244,248,248,242,238]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,1,"{""name"":""polygon"",""all_points_x"":[51,55,57,55,49],""all_points_y"":[245,245,238,235,239]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,2,"{""name"":""polygon"",""all_points_x"":[28,20,21,28],""all_points_y"":[304,313,316,314]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,3,"{""name"":""polygon"",""all_points_x"":[272,279,278,271],""all_points_y"":[349,349,340,342]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,4,"{""name"":""polygon"",""all_points_x"":[98,106,107,100],""all_points_y"":[382,380,373,375]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,5,"{""name"":""polygon"",""all_points_x"":[149,156,159,150],""all_points_y"":[380,381,374,374]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,6,"{""name"":""polygon"",""all_points_x"":[190,197,197,186,186],""all_points_y"":[395,391,387,389,390]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,7,"{""name"":""polygon"",""all_points_x"":[196,193,189,189,194],""all_points_y"":[366,371,369,361,363]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,8,"{""name"":""polygon"",""all_points_x"":[93,100,98,91,91,92],""all_points_y"":[231,228,219,223,224,226]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,9,"{""name"":""polygon"",""all_points_x"":[70,70,60,61,61],""all_points_y"":[243,250,252,244,244]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,10,"{""name"":""polygon"",""all_points_x"":[215,209,211,219],""all_points_y"":[307,311,317,315]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,11,"{""name"":""polygon"",""all_points_x"":[35,35,37,44,43,38],""all_points_y"":[238,244,248,248,242,238]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,12,"{""name"":""polygon"",""all_points_x"":[51,55,57,55,49],""all_points_y"":[245,245,238,235,239]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,13,"{""name"":""polygon"",""all_points_x"":[28,20,21,28],""all_points_y"":[304,313,316,314]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,14,"{""name"":""polygon"",""all_points_x"":[272,279,278,271],""all_points_y"":[349,349,340,342]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,15,"{""name"":""polygon"",""all_points_x"":[98,106,107,100],""all_points_y"":[382,380,373,375]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,16,"{""name"":""polygon"",""all_points_x"":[149,156,159,150],""all_points_y"":[380,381,374,374]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,17,"{""name"":""polygon"",""all_points_x"":[190,197,197,186,186],""all_points_y"":[395,391,387,389,390]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,18,"{""name"":""polygon"",""all_points_x"":[196,193,189,189,194],""all_points_y"":[366,371,369,361,363]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,19,"{""name"":""polygon"",""all_points_x"":[93,100,98,91,91,92],""all_points_y"":[231,228,219,223,224,226]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,20,"{""name"":""polygon"",""all_points_x"":[70,70,60,61,61],""all_points_y"":[243,250,252,244,244]}","{""object_name"":""crystal"",""object_color"":""blue""}"
006-tr.png,299208,{},22,21,"{""name"":""polygon"",""all_points_x"":[215,209,211,219],""all_points_y"":[307,311,317,315]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,0,"{""name"":""polygon"",""all_points_x"":[573,579,624,617],""all_points_y"":[131,148,149,130]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,1,"{""name"":""polygon"",""all_points_x"":[566,571,582,578],""all_points_y"":[21,28,29,19]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,2,"{""name"":""polygon"",""all_points_x"":[614,615,623,629],""all_points_y"":[23,33,34,23]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,3,"{""name"":""polygon"",""all_points_x"":[511,524,515,505,505,505,510],""all_points_y"":[157,152,140,141,149,149,154]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,4,"{""name"":""polygon"",""all_points_x"":[434,440,437,430,426,426],""all_points_y"":[121,115,110,111,121,120]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,5,"{""name"":""polygon"",""all_points_x"":[451,458,448,443],""all_points_y"":[48,42,37,43]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,6,"{""name"":""polygon"",""all_points_x"":[423,429,427,424,419],""all_points_y"":[59,50,46,47,56]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,7,"{""name"":""polygon"",""all_points_x"":[421,413,410,415,419],""all_points_y"":[134,134,126,122,127]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,8,"{""name"":""polygon"",""all_points_x"":[552,557,565,564,554],""all_points_y"":[81,84,84,78,77]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,9,"{""name"":""polygon"",""all_points_x"":[463,460,457,459],""all_points_y"":[86,78,85,90]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,10,"{""name"":""polygon"",""all_points_x"":[321,319,309,306,312],""all_points_y"":[214,203,202,212,218]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,11,"{""name"":""polygon"",""all_points_x"":[483,475,480,489],""all_points_y"":[167,161,158,162]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,12,"{""name"":""polygon"",""all_points_x"":[613,619,628,628,618,617],""all_points_y"":[247,252,248,243,242,243]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,13,"{""name"":""polygon"",""all_points_x"":[271,261,266,276],""all_points_y"":[71,67,57,59]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,14,"{""name"":""polygon"",""all_points_x"":[276,265,274,282],""all_points_y"":[23,19,12,17]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,15,"{""name"":""polygon"",""all_points_x"":[388,393,403,402],""all_points_y"":[33,23,20,30]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,16,"{""name"":""polygon"",""all_points_x"":[378,381,373,368,371,372],""all_points_y"":[12,8,1,5,11,11]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,17,"{""name"":""polygon"",""all_points_x"":[383,380,383,386],""all_points_y"":[63,57,52,56]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,18,"{""name"":""polygon"",""all_points_x"":[393,397,408,403],""all_points_y"":[57,59,55,49]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,19,"{""name"":""polygon"",""all_points_x"":[324,318,313,318],""all_points_y"":[78,72,76,80]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,20,"{""name"":""polygon"",""all_points_x"":[471,466,462,466,474,474],""all_points_y"":[218,218,212,209,211,211]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,21,"{""name"":""polygon"",""all_points_x"":[395,399,398,394,391],""all_points_y"":[301,295,285,288,295]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,22,"{""name"":""polygon"",""all_points_x"":[607,613,610,603],""all_points_y"":[117,115,108,107]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,23,"{""name"":""polygon"",""all_points_x"":[570,557,558,567],""all_points_y"":[166,169,176,171]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,24,"{""name"":""polygon"",""all_points_x"":[475,480,482,474,476,476],""all_points_y"":[77,74,58,60,65,66]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,25,"{""name"":""polygon"",""all_points_x"":[471,459,463,475],""all_points_y"":[19,17,13,15]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,26,"{""name"":""polygon"",""all_points_x"":[609,601,594,606],""all_points_y"":[254,252,257,260]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,27,"{""name"":""polygon"",""all_points_x"":[564,576,578,575,569,562],""all_points_y"":[290,289,282,278,277,284]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,28,"{""name"":""polygon"",""all_points_x"":[490,482,477,479,484],""all_points_y"":[347,339,344,350,352]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,29,"{""name"":""polygon"",""all_points_x"":[471,476,472,467,466],""all_points_y"":[343,338,333,335,341]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,30,"{""name"":""polygon"",""all_points_x"":[277,282,293,292,282],""all_points_y"":[167,176,170,161,164]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,31,"{""name"":""polygon"",""all_points_x"":[283,279,275,277,277],""all_points_y"":[144,134,134,144,144]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,32,"{""name"":""polygon"",""all_points_x"":[424,429,421,418,418],""all_points_y"":[158,149,147,153,154]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,33,"{""name"":""polygon"",""all_points_x"":[428,434,435,429,429],""all_points_y"":[96,97,105,108,109]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,34,"{""name"":""polygon"",""all_points_x"":[535,544,572,572,564],""all_points_y"":[139,146,137,132,133]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,35,"{""name"":""polygon"",""all_points_x"":[537,536,530,532,532],""all_points_y"":[94,73,74,94,95]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,36,"{""name"":""polygon"",""all_points_x"":[499,501,490,491],""all_points_y"":[114,105,108,114]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,37,"{""name"":""polygon"",""all_points_x"":[503,493,492,505],""all_points_y"":[156,154,160,166]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,38,"{""name"":""polygon"",""all_points_x"":[546,567,577,573,545],""all_points_y"":[153,150,140,134,147]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,39,"{""name"":""polygon"",""all_points_x"":[600,593,581,590,591],""all_points_y"":[8,20,20,7,7]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,40,"{""name"":""polygon"",""all_points_x"":[449,456,448,444],""all_points_y"":[65,60,56,61]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,41,"{""name"":""polygon"",""all_points_x"":[477,464,466,478],""all_points_y"":[40,35,31,36]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,42,"{""name"":""polygon"",""all_points_x"":[637,633,630,632],""all_points_y"":[198,187,191,199]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,43,"{""name"":""polygon"",""all_points_x"":[483,478,472,477,478],""all_points_y"":[197,202,200,194,194]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,44,"{""name"":""polygon"",""all_points_x"":[470,468,456,458],""all_points_y"":[152,164,169,154]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,45,"{""name"":""polygon"",""all_points_x"":[474,478,473,469],""all_points_y"":[149,160,165,156]}","{""object_name"":""crystal"",""object_color"":""blue""}"
009-bl.png,324892,{},98,46,"{""name"":""polygon"",""all_points_x"":[370,358,357,365],""all_points_y"":[201,203,198,196]}","{""object_name"":""crystal"",""object_color"":""blue""}"
